,user_id,session_id,signup_ts,age_range
3163,104494,3a826dab3c77276ab279600ba1b7769f,2021-04-06 17:32:50,18-24
3164,104499,40dd13257f534c8ef03ca09e5f28c0ed,2021-04-05 04:29:37,25-34
3165,104501,702670c119e8d57d6ed7a95a8400cf21,2021-04-06 21:28:50,35-44
3166,104502,1664635b30f73c865594581e79aebafc,2021-04-07 00:57:18,35-44
3167,104503,8657b0c0328d2083296e6cb51dfe22a0,2021-04-05 23:53:06,25-34
3168,104504,2affe668a9cb213e51037b25a7e17dfd,2021-04-06 04:58:25,35-44
3169,104505,add0487ff346bfa2ebbe6361ff8eea32,2021-04-06 08:15:43,35-44
3170,104506,09006d732d61c7de1bf9bb913d38c462,2021-04-06 12:46:46,45-54
3171,104507,b49b2b74988a07b08bc35a3f1c6aca58,2021-04-05 15:24:06,45-54
3172,104508,3e9833801cf1455009f7121850669911,2021-04-06 03:34:59,35-44
3173,104510,45ce9e4372563685182a5d8b8321f61f,2021-04-06 03:01:49,25-34
3174,104511,ee86204dc32e7f6fcc23a556b066205e,2021-04-05 11:32:19,45-54
3175,104514,318f7734a3e4abbb467a77ff34c70f64,2021-04-06 15:23:50,35-44
3176,104516,5819ca7f729e51c208f6a6a6182d2c72,2021-04-06 23:03:24,45-54
3177,104517,94ce32bd864ff34ab8a91508309a45d6,2021-04-06 16:04:00,45-54
3178,104518,71da7b52717af32f8db20568d9a6ad72,2021-04-07 04:00:52,35-44
3179,104519,a208fac93ade2d515da1fdc384d1fd22,2021-04-06 11:11:03,25-34
3180,104521,ec99d9339b600d7d97a30562838ce098,2021-04-05 13:55:10,35-44
3181,104522,a66665a6ae919446b2d99f0ad72417a6,2021-04-06 15:47:09,45-54
3182,104523,6689980bade850987261767f3668ab04,2021-04-06 06:46:10,35-44
3183,104524,041b471ae007076f75d7efe5e02b5829,2021-04-07 08:34:08,25-34
3184,104525,abdb8e4702ba9f2e3672874902683b5f,2021-04-05 22:18:44,35-44
3185,104526,824993201041247d2d100e55eb334156,2021-04-07 04:48:09,18-24
3186,104527,13399270801ebe61d39a6e5b9d0bf248,2021-04-06 21:10:12,35-44
3187,104529,cb7d812cc25b654805d55ac9421a5b1a,2021-04-05 18:05:54,18-24
3188,104531,6b57c364a4a362c03c39572a2b3d82eb,2021-04-05 21:56:55,35-44
3189,104532,4b0618890e5a7d04e1d832d8c8dc6d6e,2021-04-05 13:49:47,35-44
3190,104538,d41f7097889e1b197272a05853bd1e3e,2021-04-07 05:48:13,35-44
3191,104539,6638819a6c461d676a1d0fd5e2598a05,2021-04-06 01:03:24,35-44
3192,104540,e89ef4f6897ca2b7853d71c80e821dce,2021-04-06 18:42:45,25-34
3193,104542,85b7c92e8a16f2c59ed171d871bfe0c1,2021-04-06 13:27:33,35-44
3194,104543,366647de3a4e18e60cde4441f6223e71,2021-04-05 21:30:47,25-34
3195,104544,2dc529f20f978cb1cdb09d8411105748,2021-04-06 09:02:57,25-34
3196,104546,708809a844614a6010fa159caa71f3c6,2021-04-07 16:39:19,35-44
3197,104547,994b81cea4a58a8100d575e9d08b98dc,2021-04-06 22:03:44,35-44
3198,104549,83e87d0bf4507e108d56fd151ab6225e,2021-04-07 10:06:47,25-34
3199,104550,567ed97249514c236007ef5ca920d7fc,2021-04-07 01:06:25,18-24
3200,104551,a967651b51eb717244486f394ebde122,2021-04-06 10:09:05,35-44
3201,104552,50041001e924e389cd249d83748a82a8,2021-04-07 22:18:01,25-34
3202,104554,a4ab4e615938ea55a854ab951e40317f,2021-04-07 14:24:16,35-44
3203,104555,e8f9b7ea3a49ad4ee2db8e6cdbc332ed,2021-04-06 12:27:21,35-44
3204,104556,71867ab5f3c94fe3fd23725556ae100d,2021-04-06 02:50:21,35-44
3205,104557,2b4bdcf6ab99e9c09baed2c1db8b897f,2021-04-06 20:14:12,25-34
3206,104561,53975cefb0e744a58c42fb8f9b0ece43,2021-04-07 08:29:47,35-44
3207,104562,6b8dd93333e0a854a01b3d75a097d017,2021-04-06 14:18:21,25-34
3208,104563,fe5e04b409a611b78b7cdc561bd392ac,2021-04-08 04:23:56,45-54
3209,104565,f0f9e517932287c6c803a58fbad9c63a,2021-04-06 23:29:36,25-34
3210,104566,b57242f12f973d7b56b8a0b3e2ca7d3b,2021-04-06 10:25:58,35-44
3211,104568,75a3cec86c85ba8fb29ad22c926b53b5,2021-04-06 13:37:18,25-34
3212,104571,55c87ff3fba9594abe465f6691853d11,2021-04-07 20:14:39,25-34
3213,104572,9edfb15a2461a3ce7a439c4f79b32c05,2021-04-07 16:52:44,35-44
3214,104574,3ffcf6e081ace4a8713ffa84c91351c2,2021-04-07 21:30:41,45-54
3215,104578,ee2378f4eac2df1debf18446004b7f43,2021-04-06 13:07:47,18-24
3216,104580,ad5f25a39674dba11d290dc8d8e3b36d,2021-04-07 07:17:21,35-44
3217,104584,da4595d37556f86396a26344d71a63a1,2021-04-08 01:10:20,35-44
3218,104585,5ddb0ceafe19024bb510697d3bffeb5b,2021-04-07 11:49:18,35-44
3219,104586,32164227d1a9c8f390d3577a3578b66a,2021-04-07 20:29:17,35-44
3220,104588,1e9ce1ad46fff63b12cf977ff59a42ad,2021-04-07 04:58:47,35-44
3221,104590,8bea224911324f59ff8a1ad7fd045a2f,2021-04-08 14:10:18,35-44
3222,104591,6ee73ceb7c59838f9704659e90d68caa,2021-04-07 04:29:09,25-34
3223,104593,326fd00606a472aab01a653a27077482,2021-04-08 02:19:56,35-44
3224,104594,fd15557bbcbc28ebfb3b85e996f54a0e,2021-04-08 11:39:32,35-44
3225,104595,66069eb074786f7712a36f09e29bd13f,2021-04-07 04:55:53,45-54
3226,104596,ba51889a780c7aa0602dade85d47f0a0,2021-04-07 17:36:48,35-44
3227,104597,4923a7f3649c4e20e3448870a971b51f,2021-04-08 12:38:14,35-44
3228,104598,2c589ddc64c46ebec33f4619af332936,2021-04-08 10:46:45,25-34
3229,104599,ab552c602c2728a659b88dcfebe695c7,2021-04-07 13:20:28,35-44
3230,104602,d1935e568ffc9abcffb415825fe568b5,2021-04-08 11:58:43,25-34
3231,104603,b8fe72a280ab453742928ca6de1fa2e7,2021-04-08 14:09:04,35-44
3232,104604,4032cbf28526361ec7667ca7df3284df,2021-04-07 10:35:43,18-24
3233,104606,804c559def9ca2cbe65a90e3b41a6c15,2021-04-08 02:10:52,35-44
3234,104607,183d1c60959d0d63211cc9529c458924,2021-04-07 18:37:54,45-54
3235,104608,9e56f96b09d9a89408b8d7ab043f2d9e,2021-04-08 07:38:53,45-54
3236,104609,1903c3fd9214e16e242bec2ed8dc64de,2021-04-08 14:11:59,35-44
3237,104611,9f163326b293f8409a6abf4939fcf9af,2021-04-07 16:16:41,25-34
3238,104612,70678803738268519c4d1519ed204cc2,2021-04-07 19:53:22,35-44
3239,104614,d9acb90bbda52cfe41bc5676b338875b,2021-04-08 00:24:56,35-44
3240,104616,14bd023993a40dec0ce1fa8898af3694,2021-04-09 05:38:24,25-34
3241,104617,63b06caac38434c05ea8be835b16f9b8,2021-04-07 18:53:14,35-44
3242,104618,7df3dc55f8a96c3e8656237c3f3f07fa,2021-04-09 05:20:42,35-44
3243,104619,b89ce716109d5f01ef1a4a81aaf3d983,2021-04-07 18:08:52,35-44
3244,104620,2b5898bb151c0082c9bb0a8413103ae2,2021-04-08 00:13:50,18-24
3245,104621,f5ff91b619cdcafb320fb710a6dc3255,2021-04-08 06:14:04,45-54
3246,104622,089fe6523badd92a989db52e2ec587ab,2021-04-08 16:56:37,18-24
3247,104624,da79e35a20f6955a2d602dc9f4be6ba2,2021-04-08 08:28:11,35-44
3248,104625,d76565f23eeab92112a3968656945f66,2021-04-07 09:40:02,35-44
3249,104628,a6dee90a188fb58929c25f9904c6c332,2021-04-09 04:15:51,25-34
3250,104629,30691ff20d5fb1877a74af56afd4b3ff,2021-04-08 12:16:05,35-44
3251,104630,a218ef65ab6df888028f2f020512f1b3,2021-04-08 14:11:02,35-44
3252,104632,8203ce99134c962aa4efeaf958438087,2021-04-07 19:18:52,18-24
3253,104633,b301c625cca3067755604f51c4e0b204,2021-04-08 19:53:41,35-44
3254,104634,89f5f2c61c66b210e118ccb3777a373f,2021-04-08 18:19:03,35-44
3255,104635,91aae3c7b9cc53586e64702388e51fd4,2021-04-09 10:43:54,18-24
3256,104636,66c29da988677f34e25e246f489c45c3,2021-04-07 21:32:24,35-44
3257,104637,cc604f4c29eeaf5ffaef57762dfb3777,2021-04-08 04:24:06,35-44
3258,104638,143fbc4818dbb5c4f0a8226bece0a66a,2021-04-08 23:48:26,35-44
3259,104639,a4414ed64f56a37ec6a14bb3ea316c1d,2021-04-08 15:33:59,18-24
3260,104640,12a91aa4f27a480485bb15edf0aee362,2021-04-09 00:43:23,45-54
3261,104641,b2a357ab7d880ba5512e947a6b84515e,2021-04-08 14:57:25,35-44
3262,104642,b70ef6541e19bf427a8937ff08c4e23a,2021-04-08 01:57:36,18-24
3263,104643,f04af5a4c785cd023ab7ec8eb91ad2e0,2021-04-07 21:43:48,45-54
3264,104644,6ea1559e82d1663d33ced9b82d98292b,2021-04-08 16:09:34,35-44
3265,104646,ca6cf65889654e287e75f691d13f79f6,2021-04-09 09:03:00,35-44
3266,104648,9f887c610ae35ebef417cf7fbc6afbc2,2021-04-08 17:57:12,45-54
3267,104649,4d10c0f04842bbdd70b8ac75784339e8,2021-04-08 10:02:50,25-34
3268,104650,1b98ff4ed64429478c9b25c97a755eb7,2021-04-09 05:45:48,35-44
3269,104652,9dd182f9900b6cb338adb5688bde8983,2021-04-08 09:55:58,35-44
3270,104654,6c81092248868f00097f4c5654cdfa77,2021-04-09 17:43:07,25-34
3271,104655,9865faad6f505de8a181374fece48957,2021-04-08 21:44:15,18-24
3272,104656,c8d2b873fc43e07af4ae9714dc13f58f,2021-04-08 18:49:45,35-44
3273,104658,c0eb54db5f9a53aea7169d276ec81631,2021-04-08 03:32:00,18-24
3274,104659,92f2f29161d42814cca47762f68a0803,2021-04-08 22:46:16,25-34
3275,104660,71821136159448dbe61cfe3f81d32f57,2021-04-09 23:40:52,35-44
3276,104661,070e59aa968e9f09a496d5330d25a042,2021-04-09 05:27:51,18-24
3277,104662,f3b6fb0a5970868a70bffb6f366bbf2c,2021-04-09 07:46:24,18-24
3278,104663,b7645fcfd8521e2a2f07a2277ce2d779,2021-04-08 16:07:17,35-44
3279,104664,54717d7dcf2dd940eb14c0922497d5b9,2021-04-09 15:29:17,45-54
3280,104665,dc184e3b7cddaca498ad934b1329d429,2021-04-10 00:13:07,35-44
3281,104668,b96ba796a6cc1915452191a7fcd561fc,2021-04-09 22:27:20,35-44
3282,104669,d91240917933f915c1f36bc8b458ffa9,2021-04-09 03:43:09,25-34
3283,104670,925482a5f75518d6b6029a03d9cdb93c,2021-04-10 04:42:40,25-34
3284,104671,61e13d00d89edd61189f78306c368073,2021-04-08 12:47:20,35-44
3285,104672,50b6d4247f815e71c1fc80e1d288805f,2021-04-09 22:49:10,45-54
3286,104674,7e8efc73fcbb1d8d9524a1152e511acb,2021-04-10 03:10:02,35-44
3287,104675,c3f7813e19987c8cc88f2748aceb1524,2021-04-09 19:29:24,35-44
3288,104676,5e886109df6f7a5dc401df32b5b21186,2021-04-08 17:37:02,35-44
3289,104677,88b59e3ba9e9bfbef2002daeae975535,2021-04-08 12:31:21,35-44
3290,104678,4be4f381b3ce9c6ae7741b4473eb447f,2021-04-10 06:19:34,25-34
3291,104679,f6e19c18f10bf0ac1199542e897dc17f,2021-04-09 12:48:12,45-54
3292,104680,a49ee89011e8b92cda51fbb577bf6e91,2021-04-08 13:34:59,25-34
3293,104683,a6d10cd2c944dcc45289b99619c1845b,2021-04-09 10:26:36,35-44
3294,104684,4cf8a83664ade46ab54313e3f6c18564,2021-04-09 04:44:27,25-34
3295,104685,12a5d90b2410c19d137d6ee56cca0e9c,2021-04-08 22:11:28,35-44
3296,104686,7f6cc6b674898d6e2ae59055bb81ffff,2021-04-09 10:25:54,35-44
3297,104688,d6685ac8d3fd05fd50f4860f67f9eb0d,2021-04-09 10:02:27,45-54
3298,104690,104310dcb87946c250f6bdcd8e887623,2021-04-10 03:26:01,25-34
3299,104692,6bd013cd9166bd870e3f93510b3fb3d5,2021-04-09 21:29:32,25-34
3300,104694,19650fdd18506187c11d3a7c612ea1bd,2021-04-10 12:34:05,45-54
3301,104696,18b618fb8d31363fd5743d38a326c49a,2021-04-10 12:45:43,25-34
3302,104698,da96445fdcdce9c443241ec5f5c80740,2021-04-09 12:40:43,45-54
3303,104700,a10b9c46969b7a2106f6616269da91b5,2021-04-10 01:31:49,35-44
3304,104701,c831e0055f1c5e3cd7c8f75d97880e6b,2021-04-09 07:55:01,35-44
3305,104702,e6b5f641ff592c88c7181bcd6df6666f,2021-04-10 06:17:11,18-24
3306,104703,a15cc94423da4805c90ba301c08f2772,2021-04-09 23:45:49,35-44
3307,104704,2692042f503079f4681b6386ef1a031e,2021-04-10 00:57:45,35-44
3308,104705,ca083e8d24ba2cd5149889867d4e63e9,2021-04-10 23:54:44,18-24
3309,104707,dda6243e67fbd35d64b8b37d32fb2404,2021-04-10 21:14:51,45-54
3310,104710,062db818b3df2ac44ff5cff9fbed628c,2021-04-10 23:02:51,25-34
3311,104713,f82041f69b18666db3c040c9f84bf34e,2021-04-09 19:46:46,35-44
3312,104714,923fcd13dcb7b4a7658378e61caa373e,2021-04-10 08:30:09,18-24
3313,104716,8f4bf830a25001c12b1a4589e61134ba,2021-04-10 08:40:28,35-44
3314,104717,25fd8135492ec30c60ecb0cfe6df19dd,2021-04-10 21:56:58,35-44
3315,104720,845928351e551e58ff076bb1f76d1d01,2021-04-09 19:25:20,35-44
3316,104721,37be8d4cb37a0640e0513a75c2d644d3,2021-04-09 18:18:51,35-44
3317,104722,b97c839bef120dc6ba4cd4e14ff0a0b8,2021-04-09 10:02:18,45-54
3318,104723,039665d4af5c468d1dbf5d135ea39187,2021-04-09 11:57:01,25-34
3319,104724,02f1dc726e601f16cc2e90ce4ac7e070,2021-04-11 08:23:36,45-54
3320,104725,3703463e5c33266c52d8db736a748c9e,2021-04-10 22:00:33,25-34
3321,104727,8660c2e629004ff004397efe9415dfee,2021-04-10 11:37:21,35-44
3322,104729,7c30d5cd9fccccff75391593d91bc60d,2021-04-09 23:26:35,35-44
3323,104730,85716c8febca7716841e7fc19c25d2a6,2021-04-10 04:54:51,25-34
3324,104731,c4fa68306365cadcc3a5f1773e06faee,2021-04-10 10:51:14,35-44
3325,104732,2bc07ae13ca300486629a5815b8db7e7,2021-04-09 19:21:44,45-54
3326,104733,a8cb19ad55fbf13fc6420fe7608efef6,2021-04-10 17:17:46,45-54
3327,104734,eb4d94b63c4b42a379fbbc0781c244fb,2021-04-10 02:23:09,45-54
3328,104738,c7b8b2917103f01f1e4b37d8d90b709a,2021-04-11 00:48:06,18-24
3329,104739,2e899026904d45de2098e9874af1ac98,2021-04-10 22:57:26,35-44
3330,104741,5d84207faf3d5578fb8ed6206562492d,2021-04-10 15:28:01,18-24
3331,104743,d13e2fcc470e16b5256ea17df0a68bf7,2021-04-10 01:31:40,18-24
3332,104744,460d33df3c83ca77992de43397e69f3f,2021-04-11 01:48:04,18-24
3333,104745,5490173ccdd71d141e0555e4e5dd8256,2021-04-10 11:52:47,18-24
3334,104746,2ef16a8a1e1345ca25685a8ef855d4c0,2021-04-11 06:16:56,35-44
3335,104747,dd3517a81036d93a5ae3c382baccb9f7,2021-04-11 07:00:37,25-34
3336,104750,75271724e9ae00bede6d1e21012513d5,2021-04-09 23:25:23,35-44
3337,104751,6b2978bc93318cbb79f62b487decaf0d,2021-04-11 11:04:39,35-44
3338,104752,fdc51037969ded71a76a347a659db102,2021-04-10 04:01:51,35-44
3339,104754,72fa58126fabf1d76d837a08ce0f9748,2021-04-10 03:48:44,35-44
3340,104755,9447836a33f12955e3aa18d7b573331d,2021-04-11 10:37:21,45-54
3341,104756,ba2d8767640c99701b9abfb917306b68,2021-04-11 16:47:39,25-34
3342,104760,b4b6b484206078ef6c01db5685312398,2021-04-10 11:14:52,35-44
3343,104761,08b36e5ba18616b57b91d73f97af3702,2021-04-10 03:08:46,25-34
3344,104762,2daa9c8404c5da1e85d56d8783ba0074,2021-04-10 01:49:31,35-44
3345,104763,c80e438c5ce07da55ec991238c49260d,2021-04-11 06:10:36,25-34
3346,104764,58511dbb8738534cb000739b0af1b04c,2021-04-11 01:12:07,18-24
3347,104765,a1323122736b1f4d49eeb530cac25c68,2021-04-10 21:20:57,35-44
3348,104766,a63ce911b971dd247cf3c13a6c2bad53,2021-04-11 01:19:47,25-34
3349,104767,bc1d24d0e31b8c03604cc9f24fbb521e,2021-04-12 00:40:00,35-44
3350,104768,f3f7ad6c5a05ea256f7623bf04e4c3c1,2021-04-11 07:48:38,45-54
3351,104770,802758017525254e257bb2b76d413922,2021-04-11 18:32:23,35-44
3352,104771,ac5c14466b03a65b33fad6655601e3d4,2021-04-10 22:12:44,35-44
3353,104773,2fb74274946cb962b5d77a4a43ef1a2c,2021-04-11 13:39:54,45-54
3354,104774,5ec963dbfadf76d1932de7895e3611ae,2021-04-10 20:21:54,18-24
3355,104777,dbac3881c4b81a1d973a35aca59c771c,2021-04-12 01:57:26,25-34
3356,104780,af2b24718faa054142f3b4f27d5709e3,2021-04-11 21:55:39,35-44
3357,104782,343a3e7add57744418249907456c9f0a,2021-04-11 18:26:23,25-34
3358,104786,d35e53d938f68472b034bf74ecf58f15,2021-04-12 05:55:27,25-34
3359,104788,5997ec71c5013768e8f1f79cf9a6fa32,2021-04-11 04:40:53,25-34
3360,104789,fec26fbdcd26b2faa3270e4e4b017b9c,2021-04-12 01:36:38,25-34
3361,104790,f35f2e182dd7dc88f776f4bebe813f17,2021-04-12 09:40:27,45-54
3362,104792,76834dd910bf97a22517ff9651349cdb,2021-04-11 07:28:02,35-44
3363,104793,0913f3afe34ac9b9f1559ef4cdea7666,2021-04-11 01:54:19,45-54
3364,104794,53ddcafbc85fab4890fbddab648f95f7,2021-04-12 10:43:49,18-24
3365,104796,81106120b212b036eac2f20715fdb143,2021-04-10 18:13:47,35-44
3366,104797,97eac97ae0e6896a469c797f44c8484b,2021-04-10 19:45:55,25-34
3367,104799,532a3124b5fdf5c3612bd3e7dfbf115a,2021-04-10 21:28:27,45-54
3368,104801,54d2ff061c5d157ed1432665129884f7,2021-04-11 00:09:36,45-54
3369,104802,30f31fc623c793343160101799bb11a5,2021-04-11 20:07:01,35-44
3370,104803,d23d7a5d13221d9b3345462a9296fb27,2021-04-11 09:03:29,25-34
3371,104804,f7e6d2eda07163fe2844198b8cf23e8e,2021-04-11 03:30:03,25-34
3372,104805,e5371ed7c51d4b09a7f78992dcc8c936,2021-04-12 05:55:39,25-34
3373,104806,ad282615149550f1e072e47f8e6009ff,2021-04-11 11:25:36,25-34
3374,104808,b0bda221bc53c13e9c7c628205c172ea,2021-04-12 22:20:43,35-44
3375,104810,fd306a1ebd3e7ccb3d37b02eab8dacb1,2021-04-11 02:58:08,45-54
3376,104811,fca035b7790566a8f019920a7aaae91f,2021-04-12 01:06:19,25-34
3377,104813,1499d76c5cc68d5484ff4263d18b25d0,2021-04-11 11:52:19,18-24
3378,104815,3f52bfad59569d66eb1c8630633b3c10,2021-04-12 23:04:19,25-34
3379,104816,2acb8b17710ab8d88277d8a8522609a8,2021-04-12 12:49:09,45-54
3380,104817,e488a11c1356ccb9f211893c2c850f0f,2021-04-11 20:46:55,18-24
3381,104819,d1d8407a1fef366355a7410dd3121f44,2021-04-12 15:07:41,35-44
3382,104820,60b7b798926cc10c90d173d1521d389c,2021-04-12 17:20:28,35-44
3383,104821,b758ee21eaadadba436f47790d966a8c,2021-04-11 19:05:07,18-24
3384,104822,7be9d475c1f1e00cb93fa92131062219,2021-04-12 07:34:07,18-24
3385,104823,6245b943951270449de5dbcc32ee666e,2021-04-12 12:48:29,18-24
3386,104824,18b297b467b7578490982be5f22fedaf,2021-04-11 15:06:11,35-44
3387,104825,b5c941a8464e1b8b1f18dbb24ce9326a,2021-04-11 21:03:05,35-44
3388,104827,dbbff9d21b93500a6fa399a8e5eace15,2021-04-12 20:16:57,35-44
3389,104828,baeaeb2f7525c3a8ae22af37381639fe,2021-04-11 18:56:50,35-44
3390,104829,7505eec7dd524533e41c8541c64825d2,2021-04-12 08:06:29,35-44
3391,104831,cb7e950955c585dc4f7f17b847c907e7,2021-04-12 16:16:33,25-34
3392,104832,a0220053d3acaf6ecb4fc78b58a0479a,2021-04-11 16:41:58,35-44
3393,104833,6df0251b079888dba23270e35e07d3f7,2021-04-12 10:28:24,25-34
3394,104837,91c10399dfbbe7e25b89be848a273059,2021-04-11 23:44:45,25-34
3395,104841,ad17fa81adce0b7f4f49ddc50579c3c1,2021-04-13 15:35:43,45-54
3396,104842,a062501c9539dc9ddef62df046cc3afd,2021-04-13 05:59:20,45-54
3397,104843,078624f898ce5b83eb0a35f8a8ad7d98,2021-04-12 10:56:49,25-34
3398,104844,6da4eece9860967850e090ab954fff94,2021-04-13 11:09:29,18-24
3399,104845,81d03a1fe0652b45c3941719660cc8de,2021-04-13 12:45:44,35-44
3400,104849,9e88e1ff4ad544573b51dd363e143777,2021-04-13 15:04:51,35-44
3401,104851,39c01d1801da67394221504a269a2113,2021-04-13 05:08:31,35-44
3402,104852,8ceaf9c72aa1a417437c15097ea94686,2021-04-13 06:24:03,35-44
3403,104854,b3d646f9e4c5c2235756f12e939a9af6,2021-04-13 05:35:00,25-34
3404,104855,54516649f7f6310e9c2dd606b5aba351,2021-04-13 17:23:41,35-44
3405,104856,91fa6350ce9da447554a8fa7a5350936,2021-04-12 08:02:47,35-44
3406,104857,b1f5be05d6738c67622dd5e29665bc44,2021-04-13 11:14:41,35-44
3407,104858,41d433dc7f80432c3a10bb2d058e2608,2021-04-13 01:46:53,35-44
3408,104859,9313e1ab76fc3b908d536c88918d3dc6,2021-04-12 23:29:25,45-54
3409,104860,5fdba219310382370efb1ff56b4a8567,2021-04-14 00:22:17,45-54
3410,104861,89b20ec6dabc9ce3a72efb0393549075,2021-04-13 15:53:05,18-24
3411,104862,f3d409ec914a2988ab78f0ab46e39727,2021-04-13 20:44:54,45-54
3412,104863,88f1b9e4fc677fbd71a5dfd1f94dc4d1,2021-04-13 09:01:03,25-34
3413,104864,794140d0f3bfd8f2219f9d32359cc8c7,2021-04-12 03:47:46,25-34
3414,104868,3014b203148b18ab6cf2e6f79e33017b,2021-04-14 00:34:18,35-44
3415,104870,d1250416ea73e084a5e693f93175b8ed,2021-04-13 10:36:40,25-34
3416,104871,2b1e0b825bd16b2ec17f16af27ab9be4,2021-04-13 00:35:56,35-44
3417,104872,2aa7d3ddff6ec6d756f3dfc668f01261,2021-04-13 22:34:03,35-44
3418,104873,24995bfaf684ad3a78597abeefdb7e18,2021-04-12 15:39:20,18-24
3419,104874,ecf08809eebc82380a5c44b6ca87b5f8,2021-04-13 18:35:13,35-44
3420,104875,9f22c2adb0f596a62b6ec584c9e34f61,2021-04-13 03:04:14,45-54
3421,104876,de2d7e444c58664cf149727ac8235029,2021-04-14 07:58:49,18-24
3422,104878,da971640f36dcbb98a2a7d8833736c74,2021-04-12 15:52:11,35-44
3423,104879,efa21c45eefaaf988a39e79f954e694e,2021-04-12 10:51:08,45-54
3424,104880,15f292318ecb2f63b3caba451cb7abdc,2021-04-12 12:15:57,45-54
3425,104881,f7a808c91874541a34ec5409d27e7677,2021-04-13 23:34:31,18-24
3426,104882,60c6dc683d9d8e1618688be26f5afef3,2021-04-13 13:49:59,35-44
3427,104884,45b267492acb61981fc9e7392dde6460,2021-04-13 01:30:53,25-34
3428,104885,9259d68545b47aa12c17c17fda74261d,2021-04-13 09:35:07,25-34
3429,104886,c677a80680b1c854173059647cf1b1e7,2021-04-13 23:18:05,35-44
3430,104887,5d19e8ad46eea05f1d1ced2c77c895d1,2021-04-14 10:18:56,35-44
3431,104888,17ae4fc0c425e9801a055f1fb586296b,2021-04-12 23:36:36,35-44
3432,104889,697ee1d0759212e13bc02663867cc4cb,2021-04-13 08:15:23,35-44
3433,104890,eda66dd2ec462f366942a793ac876e43,2021-04-14 02:24:58,35-44
3434,104893,776ceb9b2f70d50b3953fdaa17598d7b,2021-04-14 06:58:28,35-44
3435,104894,066637c54c7962e2a13beacf32555a51,2021-04-14 13:04:59,35-44
3436,104895,8f06418c009e6d1c047a6d73a8e277c5,2021-04-14 12:39:37,25-34
3437,104896,45abb569956421f5b4a0e7244a557b27,2021-04-13 09:57:13,25-34
3438,104897,8728abbf7d5a96f3dad25190d61bea43,2021-04-13 22:36:09,45-54
3439,104898,1fee2dc9bb68282954ac2d8e00b86f0c,2021-04-14 13:18:18,35-44
3440,104899,4e4b590a2a3f85a4d6a175b54495bdca,2021-04-12 21:57:32,45-54
3441,104902,588f10d4ed315a6d7a12d6df242c709a,2021-04-12 23:07:35,25-34
3442,104903,c893acae54039077513cb7a54025c915,2021-04-13 11:34:31,45-54
3443,104904,fd75f3cf9fbb2512def256d99dc567ec,2021-04-14 22:24:16,35-44
3444,104905,9f16882f0c2e9e47e0b22cb7ff0fab61,2021-04-14 17:58:46,35-44
3445,104908,a673c1505544c9b11353c7dd678186fb,2021-04-14 17:36:45,35-44
3446,104909,ea1d3f58f86c076532c7c2c51f437e3f,2021-04-13 05:11:33,35-44
3447,104910,8749b581f1237b6ea8db125c8069abd4,2021-04-14 11:48:49,45-54
3448,104911,cd8f81dadaa6286450d5433ff39800c7,2021-04-14 06:20:26,35-44
3449,104912,cdac29c0adae0c5a17dfcf3ef1f75f42,2021-04-15 04:18:07,35-44
3450,104913,aab019b24e23c3ed462eaa3a7e82a5bb,2021-04-14 17:25:12,45-54
3451,104914,9ab7cb6aab4863b7155fcc77ff6cfb81,2021-04-15 01:08:48,25-34
3452,104915,318947cd5b81a8465388a6882c0d5ead,2021-04-14 23:49:17,18-24
3453,104918,6aafb9b766b58878b1aa68a0c886ff49,2021-04-15 00:54:45,45-54
3454,104919,f07225c30b5a50c8e692401e1508cbb7,2021-04-15 03:54:43,35-44
3455,104920,164e6a11e681fb8fbe8a7ff0ffb59acf,2021-04-14 02:46:47,35-44
3456,104922,c700f0ade9ba66fe84e6e852792841b3,2021-04-14 03:00:03,35-44
3457,104923,624c3b475833793b34141d0b736d724f,2021-04-14 23:47:30,35-44
3458,104924,3062687e50d46b6d57e54d7648e7aa9d,2021-04-13 20:18:12,35-44
3459,104925,2afe58b9a8d44f61a34f063276d69422,2021-04-14 23:43:20,45-54
3460,104926,ca02b7751a6fa095b6e8406440259874,2021-04-14 08:33:53,35-44
3461,104929,3313ac1d1be5c3d207fe53b8625951a5,2021-04-14 00:52:15,25-34
3462,104931,05c98c36e3acfa0dc7b35b4262e65b53,2021-04-14 13:18:30,35-44
3463,104932,360f29cd07448bb9bff4f2980cf7bc45,2021-04-14 12:05:35,25-34
3464,104935,7dd2ef0e062285b79dc8c945323960c1,2021-04-13 20:13:15,18-24
3465,104936,c23ec5d3af349b80c487fc80222c3796,2021-04-15 00:02:58,25-34
3466,104937,1e3ccd4a5219d899621e4d9d758ae6cc,2021-04-15 01:48:46,35-44
3467,104938,b2256c6b30491014a965e8b69cf923a6,2021-04-14 20:17:48,25-34
3468,104939,4faa02e7eddee3fb50c3c6d297177fd5,2021-04-13 18:17:46,35-44
3469,104940,30eb56fcdf029126f6c4e58a09cb0d8a,2021-04-15 04:20:28,35-44
3470,104941,e7da3d59a7c9d4c7bd3b6b5ff599145d,2021-04-13 18:38:38,35-44
3471,104943,fb746dfdd227d4271497a3745ec94076,2021-04-15 10:18:06,25-34
3472,104945,da293509ddc8addcc6c6a5aadacd7b8e,2021-04-14 13:09:47,45-54
3473,104946,3648190b551337d82859f35d8e97c94c,2021-04-15 16:12:57,18-24
